current_time,pwm_incr_module1,pwm_incr_module2
16:08:29,1,1
16:08:30,2,1
16:08:32,3,1
16:08:33,4,1
16:08:35,5,1
16:08:36,6,1
16:08:38,7,1
16:08:39,8,1
