current_time,pwm_incr
10:16:15,2
10:16:16,3
10:16:18,4
10:16:19,5
10:16:21,6
10:16:22,7
10:16:24,8
10:16:25,9
10:16:27,10
10:16:28,11
10:16:30,12
10:16:31,13
10:16:33,14
10:16:34,15
10:16:36,16
10:16:37,17
10:16:39,18
10:16:40,19
10:16:42,20
10:16:43,21
10:16:45,22
10:16:46,23
10:16:48,24
10:16:49,25
10:16:51,26
10:16:52,27
10:16:54,28
10:16:55,29
